"","title","link","address","lat","long","date_opened","date_closed","descr","closed_status"
"193","Illegal Parking at 47-55 Western Ave","https://311.boston.gov/reports/101002060457","Intersection Of East Dr & Western Ave, Boston",42.3640019746934,-71.1214235242676,2017-04-10 10:54:00,2017-04-10 11:14:00,"Why are these construction vehicles constantly parking in this bike kane when there are signs on each end of the staging area tgat say do not park in the bike lane?","Duplicate of Existing Case"
"194","Illegal Parking at 1180-1200 Washington St","https://311.boston.gov/reports/101002059762","1180 1200 Washington St, 102, Roxbury",42.3432838995474,-71.0664776940774,2017-04-09 14:39:00,2017-04-09 22:38:00,"4 cars deep dunkin donuts patrons dbl parking in bike lane. On the opposite side on both sides towards Dudley, Peters Park little league patrons able to dbl park for an hour blocking safety of bikers to the lane! This is absurd. How is this ok? Forcing bikes into dangerous speeding traffic- since bpd never enforces speed limits on Washington.","Case Resolved. area tagged."
"195","Illegal Parking at 819 E Fifth St, South Boston","https://311.boston.gov/reports/101002027687","819 E Fifth St, South Boston",42.3338298406846,-71.0278077610499,2017-03-01 05:27:00,2017-03-01 05:38:00,"Could they park a little farther from the curb? Maybe there is a bike lane now?","Case Invalid. Not in violation."
"196","New Sign, Crosswalk or Marking at 566 Columbus Ave, Roxbury","https://311.boston.gov/reports/101002027670","566 Columbus Ave, Roxbury",42.3407040003359,-71.0812350000294,2017-02-28 23:44:00,NA,"Type of request: Pavement Marking | Details: The bike lane markings in front of USES are useless and dangerous. USES is a social service agency that has drop off and pick ups all day long. In the months this scheme has been in effect, I would say the bike lane is blocked by buses, cabs, cars and City trash trucks 90% of the time. The handicapped parking is not supposed to be used by others so people park in the bike lane all the time. And when the handicapped spaces are full people double park in the bike lane. The stupid white posts are right where you need to ride when people are parked in the bike lane. Across Mass Ave at the gas station, the bike lane is flush against the curb so the cars turning right turn into bikes pulling out. The bike lane here is so wide cars use it for the right turn lane it is. The bike lane should not be on the right of a car turning right. This entire northbound bike marking plan is dumb and seems to be a solution in search of a problem. All the pavement markings on the northbound side should be removed.",NA
"197","Broken Park Equipment at No location specified","https://311.boston.gov/reports/101002024071","No location specified",42.3140770313758,-71.1202472162627,2017-02-24 09:11:00,2017-02-27 13:10:00,"SR Type: Trades General | Description: Refresh bike lane stencil markings at the usual JP Pond locations | Park owner: BPRD","Case Resolved. No biking stencils refreshed."
"198","Illegal Parking at 1140 Washington St, 3a, Roxbury","https://311.boston.gov/reports/101002026144","1140 Washington St, 3a, Roxbury",42.3437317580542,-71.0660730674308,2017-02-27 10:46:00,2017-02-27 11:00:00,"There's a spot on Washington St right by a Dunkin' Donuts where cars consistently park illegally in the bus/bike lane, double parking. 
Today at 7:55 AM on 27Feb2017 a BPD vehicle, license plate POLICE C300, parked illegally outside Dunkin' Donuts and then walked inside. I, on my bike, was forced to go into the car lane to go around him. I took this picture while waiting at the red light there. 
Not only is illegal parking on Washington St not enforced, but a member of law enforcement blatantly broke this law. This should be a $100 fine for parking in a bike lane.","Case Noted. Area checked as often as possible. Can't control people running in for a cup of coffee."
"199","Illegal Parking at 63-89 Ames St, Cambridge","https://311.boston.gov/reports/101002018588","No location specified",42.362119786014,-71.0881773539673,2017-02-17 17:35:00,2017-02-17 17:37:00,"Two cars parked in a bike lane on Ames St. There should be signage to indicate that cars should park in marked spaces on the other side of the bike lane.","Case Noted. this is not a boston location."
"200","Roadway Plowing/Salting at 346-348 N Harvard St","https://311.boston.gov/reports/101002007085","N. Harvard St has not been plowed enough to park now despite the ban being lifted. If I try to park, I'll be in the bike lane and slightly into the road. 
The user entered the 346-348 N Harvard St, Boston, MA 02134, USA to see more details visit: http://seeclickfix.com/issues/3199652",42.3587775140101,-71.1268852698201,2017-02-10 09:16:00,2017-02-12 04:58:00,"N. Harvard St has not been plowed enough to park now despite the ban being lifted. If I try to park, I'll be in the bike lane and slightly into the road. 
The user entered the address: 346-348 N Harvard St, Boston, MA 02134, USA to see more details visit: http://seeclickfix.com/issues/3199652","Case Resolved. Plowed and salted."
"201","Roadway Plowing/Salting at 346-348 N Harvard St","https://311.boston.gov/reports/101002007085","348 350 N Harvard St, Allston",42.3587775140101,-71.1268852698201,2017-02-10 09:16:00,2017-02-12 04:58:00,"N. Harvard St has not been plowed enough to park now despite the ban being lifted. If I try to park, I'll be in the bike lane and slightly into the road. 
The user entered the address: 346-348 N Harvard St, Boston, MA 02134, USA to see more details visit: http://seeclickfix.com/issues/3199652","Case Resolved. Plowed and salted."
"202","Illegal Parking at 176 Federal St","https://311.boston.gov/reports/101002004246","Truck blocking bike lane. 
The user entered the 176 Federal St, Boston, MA 02110, USA to see more details visit: http://seeclickfix.com/issues/3192651",42.3534698486328,-71.0557861328125,2017-02-07 08:40:00,2017-02-07 08:47:00,"Truck blocking bike lane. 
The user entered the address: 176 Federal St, Boston, MA 02110, USA to see more details visit: http://seeclickfix.com/issues/3192651","Case Noted. Armored vehicles have to park in front of the building they are servicing."
"203","Illegal Parking at 176 Federal St","https://311.boston.gov/reports/101002004246","265 Purchase St, Boston",42.3534698486328,-71.0557861328125,2017-02-07 08:40:00,2017-02-07 08:47:00,"Truck blocking bike lane. 
The user entered the address: 176 Federal St, Boston, MA 02110, USA to see more details visit: http://seeclickfix.com/issues/3192651","Case Noted. Armored vehicles have to park in front of the building they are servicing."
"204","New Sign, Crosswalk or Marking at Intersection Of Babcock St & Commonwealth Ave","https://311.boston.gov/reports/101002002081","Intersection Of Babcock St & Commonwealth Ave, Boston",42.3518703584564,-71.1212743567298,2017-02-02 19:52:00,2017-02-03 10:38:00,"Type of request: Sign | Details: Every day, I bike to work on Comm Ave, and every day, I see at least four cars parked illegally in the bike lane (usually far more at night). This stretch between Packard's Corner and the BU Bridge has been listed as one of the most dangerous areas for pedestrians in the state, yet I've never seen a BPD officer ticketing all these offenders. There's a new state law, $50 fine for parking in a bike lane illegally. Why does BPD never enforce this? They could be making hundreds of dollars an hour for the city if you assigned a cop to this stretch to hand out tickets. I'd much rather see these people endangering my life have to pay up, but I'd settle for a simple sign with the text ""$50 fine to park in bike lane, heavy enforcement area"" or something along those lines. It's downright negligent that these people get away with this every day of the week. There's only a little strip of road that's three feet wide, if they want to park illegally, how about they park in the right lane and make the cars merge into traffic instead of people who'll die if they get hit? Do something about this already, we can't wait until whenever you get around to building that cycle track...","Case Noted. Trans. Dept. officers have been informed to pay extra attention to this area."
"205","New Sign, Crosswalk or Marking at 339 341 Meridian St, 1, East Boston","https://311.boston.gov/reports/101001991624","339 341 Meridian St, 1, East Boston",42.3783099999511,-71.0389800001499,2017-01-19 08:17:00,2017-01-19 09:07:00,"Type of request: Pavement Marking | Details: 339 Meridian Street the business uses the bike lane for parking of their take out vehicles. Canton Eatery. Every day especially in the evening up to three cars at a time constantly double park in the bike lanes, leaving their cars to go into business. These cars are parked in the bike lane up to 20 minutes. Meridian Street is a single lane/two way with heavy MBTA bus traffic forcing riders into oncoming traffic. The bike lane needs to be updated with markings. This has been reported multiple times with nothing done.","Case Noted. Will have evening shift keep an eye on it."
"206","Illegal Parking at 540 Commonwealth Ave","https://311.boston.gov/reports/101001990651","540 Commonwealth Ave, Boston",42.3486829921998,-71.0966486670739,2017-01-17 17:01:00,2017-01-17 17:33:00,"All along the bike lane
From McDonald's to hotel Commonwealth 
Buses cars pedestrians and cyclists 
And these guys park here?
Please clear area
Very dangerous situation","Case Noted. moved out."
"207","Illegal Parking at 566 Columbus Ave, Roxbury","https://311.boston.gov/reports/101001987469","566 Columbus Ave, Roxbury",42.340845,-71.0810083333333,2017-01-12 12:23:00,2017-01-12 13:23:00,"This morning at 11:30 a FedEx delivery truck (MA Plate HI3589) was blocking the dedicated bicycle lane at 566 Columbus Ave in Boston.  When I politely asked the driver if she knew she was parked in a dedicated bike lane, she replied - Um, okay, and then paused, and added - The City lets us park here. Calling her bluff, I asked - Really? and she said yeah.  Quick thinking, but an outright lie.

FedEx, please educate your drivers not to endanger the lives of cyclists.  Thank you. 

cc: City of Boston, Boston Cyclists Union","Case Resolved. vehicle has cleared the area."
"208","Illegal Parking at 21 Massachusetts Ave","https://311.boston.gov/reports/101001981498","21 Massachusetts Ave, Boston",42.350697,-71.089378,2017-01-04 12:09:00,2017-01-06 16:18:00,"Van illegally parked in no parking zone / bike lane behind bollards.  Van continues to park here illegally.","Case Noted. area clear."
"209","Illegal Parking at 508 Columbus Ave, Roxbury","https://311.boston.gov/reports/101001981334","508 Columbus Ave, Roxbury",42.3422916666667,-71.0795361666667,2017-01-04 10:21:00,2017-01-04 10:23:00,"Mitchell Gold and Bob Williams delivery truck blocking the bike lane. I asked the officers at the nearby police detail for help. He told be I ""shouldn't worry about it."" When I told the officer that it was illegal to park in the bike lane and I needed his help, he told me to ""just move along, miss.""  Deeply unhelpful.","Case Noted. Officer will check area."
"210","Pothole at 1 Franklin Park Rd, Jamaica Plain","https://311.boston.gov/reports/101001957549","1 Franklin Park Rd, Jamaica Plain",42.3041721107832,-71.0913781263596,2016-11-23 08:57:00,2016-12-19 07:00:00,"Still waiting for a clem bike lane","Case Resolved. this has been done frany are goin to get some one rebuild it .the walls has to be rebuilded."
"211","Illegal Parking at 434 Massachusetts Ave, 404, Roxbury","https://311.boston.gov/reports/101001971765","434 Massachusetts Ave, 404, Roxbury",42.340808564943,-71.0818522693915,2016-12-16 22:16:00,2016-12-17 07:09:00,"Even after the city installed flex posts for the bike lane, drivers still maneuver around them to park at the Dunkin'! Can you add a few more to truly protect this lane?","Case Noted"
"212","Illegal Parking at Intersection Of Massachusetts Ave & Columbus Ave, Roxbury","https://311.boston.gov/reports/101001969355","Intersection Of Massachusetts Ave & Columbus Ave, Roxbury",42.3406116666667,-71.0816028333333,2016-12-13 10:06:00,2016-12-13 11:42:00,"Public works truck parked and idling in the separated bike lane. About 8:45am. You can see plate # in photo if you zoom in. The lane that was put there specifically because Mass Ave has been identified as a particularly treacherous route for cyclists and a cyclist was killed when a truck cut the corner and the back wheels crossed into the bike lane crushing her. Creating that bike lane with a painted buffer guides large vehicles around the bike lane when they make the turn. Having a truck parked in it defeats the purpose and endangers cyclists as they move into the traffic lane to avoid it. I stopped and spoke to the driver, who was polite, but his first reaction to the fact that I stopped to talk to him was to ask me if I was having a bad day. I had to explain to him why it was so important that he not park there. I think this point needs to be reiterated to city workers who, perhaps correctly so, believe they can park illegally as they do their work. They just really need to keep the bike lanes clear. It is about saving lives.","Case Noted. Spoke with employee and reiterated the bike lane regulations.  Driver was apologetic."
